Round,Date,Time,Team 1,Team 2,FT,HT
7,1967-09-23,16:00,Karlsruher SC,1. FC Köln,0-1,0-1
7,1967-09-23,16:00,Werder Bremen,VfB Stuttgart,3-1,2-0
7,1967-09-23,16:00,1. FC Kaiserslautern,FC Schalke 04,1-0,1-0
7,1967-09-23,16:00,Bayern München,Hamburger SV,1-0,0-0
7,1967-09-23,16:00,1. FC Nürnberg,TSV 1860 München,1-1,0-0
7,1967-09-23,16:00,Alemannia Aachen,Bor. Mönchengladbach,0-0,0-0
7,1967-09-23,16:00,Hannover 96,Eintracht Frankfurt,2-1,1-1
8,1967-09-30,15:30,TSV 1860 München,MSV Duisburg,0-1,0-0
8,1967-09-30,15:30,1. FC Köln,Werder Bremen,1-4,0-1
8,1967-09-30,15:30,Borussia Neunkirchen,Karlsruher SC,3-2,2-1
8,1967-09-30,15:30,Hamburger SV,Borussia Dortmund,3-2,1-2
8,1967-09-30,15:30,FC Schalke 04,1. FC Nürnberg,0-0,0-0
8,1967-09-30,15:30,Eintracht Frankfurt,Bayern München,2-3,2-2
8,1967-09-30,15:30,Bor. Mönchengladbach,Hannover 96,5-1,4-1
8,1967-09-30,15:30,Eintracht Braunschweig,Alemannia Aachen,2-0,2-0
8,1967-10-06,20:00,VfB Stuttgart,1. FC Kaiserslautern,0-1,0-0
9,1967-10-14,16:00,Bayern München,Bor. Mönchengladbach,3-1,3-0
9,1967-10-14,16:00,MSV Duisburg,FC Schalke 04,1-1,1-0
9,1967-10-14,16:00,Hannover 96,Eintracht Braunschweig,1-1,0-1
9,1967-10-14,16:00,Borussia Dortmund,Eintracht Frankfurt,2-1,0-1
9,1967-10-14,16:00,1. FC Nürnberg,VfB Stuttgart,5-1,2-0
9,1967-10-14,16:00,Karlsruher SC,Hamburger SV,2-1,1-1
9,1967-10-14,16:00,1. FC Kaiserslautern,Werder Bremen,2-2,0-0
9,1967-10-14,16:00,Borussia Neunkirchen,1. FC Köln,2-1,0-0
9,1967-10-14,16:00,Alemannia Aachen,TSV 1860 München,3-3,1-0
10,1967-10-21,16:00,Werder Bremen,1. FC Nürnberg,0-4,0-0
10,1967-10-21,16:00,TSV 1860 München,Hannover 96,3-1,2-1
10,1967-10-21,16:00,Eintracht Braunschweig,Bayern München,1-0,0-0
10,1967-10-21,16:00,1. FC Köln,1. FC Kaiserslautern,5-0,3-0
10,1967-10-21,16:00,Hamburger SV,Borussia Neunkirchen,0-0,0-0
10,1967-10-21,16:00,Eintracht Frankfurt,Karlsruher SC,2-0,1-0
10,1967-10-21,16:00,VfB Stuttgart,MSV Duisburg,3-0,2-0
10,1967-10-21,16:00,Bor. Mönchengladbach,Borussia Dortmund,2-2,1-0
10,1967-10-21,16:00,FC Schalke 04,Alemannia Aachen,2-1,1-1
11,1967-10-28,16:00,Bayern München,TSV 1860 München,2-2,1-1
11,1967-10-28,16:00,Borussia Dortmund,Eintracht Braunschweig,0-1,0-0
11,1967-10-28,16:00,Hannover 96,FC Schalke 04,2-1,2-0
11,1967-10-28,16:00,Karlsruher SC,Bor. Mönchengladbach,3-2,3-1
11,1967-10-28,16:00,MSV Duisburg,Werder Bremen,1-1,1-0
11,1967-10-28,16:00,Borussia Neunkirchen,Eintracht Frankfurt,2-2,0-0
11,1967-10-28,16:00,1. FC Nürnberg,1. FC Kaiserslautern,4-1,3-0
11,1967-10-28,16:00,Hamburger SV,1. FC Köln,3-1,1-1
11,1967-10-28,16:00,Alemannia Aachen,VfB Stuttgart,3-2,1-1
12,1967-11-04,16:00,FC Schalke 04,Bayern München,0-1,0-0
12,1967-11-04,16:00,Eintracht Frankfurt,Hamburger SV,1-1,0-1
12,1967-11-04,16:00,Eintracht Braunschweig,Karlsruher SC,1-0,0-0
12,1967-11-04,16:00,Bor. Mönchengladbach,Borussia Neunkirchen,10-0,2-0
12,1967-11-04,16:00,VfB Stuttgart,Hannover 96,2-0,1-0
12,1967-11-04,16:00,1. FC Kaiserslautern,MSV Duisburg,0-1,0-0
12,1967-11-04,16:00,TSV 1860 München,Borussia Dortmund,3-0,2-0
12,1967-11-04,16:00,Werder Bremen,Alemannia Aachen,0-1,0-0
12,1967-11-04,16:00,1. FC Köln,1. FC Nürnberg,3-3,1-1
13,1967-11-11,16:00,Borussia Neunkirchen,Eintracht Braunschweig,1-2,1-1
13,1967-11-11,16:00,Hamburger SV,Bor. Mönchengladbach,2-3,1-3
13,1967-11-11,16:00,Borussia Dortmund,FC Schalke 04,2-1,0-0
13,1967-11-11,16:00,Bayern München,VfB Stuttgart,3-1,0-0
13,1967-11-11,16:00,Karlsruher SC,TSV 1860 München,0-3,0-1
13,1967-11-11,16:00,Alemannia Aachen,1. FC Kaiserslautern,1-1,0-0
13,1967-11-11,16:00,MSV Duisburg,1. FC Nürnberg,2-0,0-0
13,1967-11-11,16:00,Hannover 96,Werder Bremen,4-2,2-1
13,1967-11-11,16:00,Eintracht Frankfurt,1. FC Köln,1-2,0-1
14,1967-11-18,16:00,VfB Stuttgart,Borussia Dortmund,4-1,1-1
14,1967-11-18,16:00,Eintracht Braunschweig,Hamburger SV,0-1,0-1
14,1967-11-18,16:00,Bor. Mönchengladbach,Eintracht Frankfurt,1-1,1-1
14,1967-11-18,16:00,1. FC Kaiserslautern,Hannover 96,0-0,0-0
14,1967-11-18,16:00,FC Schalke 04,Karlsruher SC,2-0,1-0
14,1967-11-18,16:00,1. FC Köln,MSV Duisburg,3-0,2-0
14,1967-11-18,16:00,1. FC Nürnberg,Alemannia Aachen,4-1,3-0
14,1967-11-18,16:00,TSV 1860 München,Borussia Neunkirchen,5-0,2-0
14,1967-11-18,16:00,Werder Bremen,Bayern München,4-1,1-1
15,1967-11-25,16:00,Bayern München,1. FC Kaiserslautern,4-1,1-1
15,1967-11-25,16:00,Karlsruher SC,VfB Stuttgart,1-4,1-3
15,1967-11-25,16:00,Eintracht Frankfurt,Eintracht Braunschweig,2-0,1-0
15,1967-11-25,16:00,Hannover 96,1. FC Nürnberg,1-1,0-0
15,1967-11-25,16:00,MSV Duisburg,Alemannia Aachen,3-0,1-0
15,1967-11-25,16:00,1. FC Köln,Bor. Mönchengladbach,2-5,1-1
15,1967-11-25,16:00,Borussia Dortmund,Werder Bremen,1-1,1-1
15,1967-11-25,16:00,Hamburger SV,TSV 1860 München,2-2,0-0
15,1967-11-25,16:00,Borussia Neunkirchen,FC Schalke 04,1-5,0-1
16,1967-12-02,16:00,1. FC Kaiserslautern,Borussia Dortmund,2-2,2-1
16,1967-12-02,16:00,FC Schalke 04,Hamburger SV,3-0,3-0
16,1967-12-02,16:00,TSV 1860 München,Eintracht Frankfurt,5-0,0-0
16,1967-12-02,16:00,MSV Duisburg,Hannover 96,1-2,0-2
16,1967-12-02,16:00,Eintracht Braunschweig,Bor. Mönchengladbach,2-1,1-0
16,1967-12-02,16:00,1. FC Nürnberg,Bayern München,7-3,3-0
16,1967-12-02,16:00,Werder Bremen,Karlsruher SC,6-1,4-0
16,1967-12-02,16:00,Alemannia Aachen,1. FC Köln,4-2,2-2
16,1967-12-16,16:00,VfB Stuttgart,Borussia Neunkirchen,2-1,1-1
17,1967-12-09,15:30,Borussia Dortmund,1. FC Nürnberg,1-2,0-0
17,1967-12-09,15:30,Borussia Neunkirchen,Werder Bremen,0-0,0-0
17,1967-12-09,15:30,Eintracht Frankfurt,FC Schalke 04,2-2,1-1
17,1967-12-09,15:30,Hamburger SV,VfB Stuttgart,1-1,0-0
17,1967-12-09,15:30,Hannover 96,Alemannia Aachen,1-1,0-1
17,1967-12-09,15:30,Bayern München,MSV Duisburg,0-4,0-3
17,1967-12-09,15:30,1. FC Köln,Eintracht Braunschweig,1-0,0-0
17,1967-12-09,15:30,Bor. Mönchengladbach,TSV 1860 München,1-1,0-0
17,1967-12-09,15:30,Karlsruher SC,1. FC Kaiserslautern,2-2,1-1
18,1968-01-06,15:30,Hamburger SV,Werder Bremen,2-1,1-0
18,1968-01-06,15:30,Borussia Neunkirchen,1. FC Kaiserslautern,2-1,1-0
18,1968-01-06,16:00,Karlsruher SC,1. FC Nürnberg,1-1,0-0
18,1968-01-06,16:00,1. FC Köln,Hannover 96,2-1,1-0
18,1968-01-06,16:00,Bor. Mönchengladbach,FC Schalke 04,1-6,0-2
18,1968-01-06,16:00,Borussia Dortmund,MSV Duisburg,4-3,4-1
18,1968-01-06,16:00,Bayern München,Alemannia Aachen,4-1,2-1
18,1968-04-03,20:00,Eintracht Frankfurt,VfB Stuttgart,4-0,2-0
18,1968-04-03,20:00,Eintracht Braunschweig,TSV 1860 München,0-1,0-0
19,1968-01-13,15:30,TSV 1860 München,1. FC Köln,0-1,0-1
19,1968-01-13,15:30,1. FC Nürnberg,Borussia Neunkirchen,3-0,0-0
19,1968-01-13,15:30,FC Schalke 04,Eintracht Braunschweig,0-2,0-0
19,1968-01-13,15:30,Hannover 96,Bayern München,2-1,1-0
19,1968-01-13,15:30,VfB Stuttgart,Bor. Mönchengladbach,1-3,1-3
19,1968-01-13,15:30,MSV Duisburg,Karlsruher SC,2-1,2-0
19,1968-01-13,15:30,Werder Bremen,Eintracht Frankfurt,2-0,2-0
19,1968-01-13,15:30,Alemannia Aachen,Borussia Dortmund,3-0,1-0
19,1968-02-24,15:30,1. FC Kaiserslautern,Hamburger SV,3-3,2-1
20,1968-01-20,15:30,Eintracht Frankfurt,1. FC Kaiserslautern,5-2,3-0
20,1968-01-20,15:30,Bor. Mönchengladbach,Werder Bremen,3-1,1-1
20,1968-01-20,15:30,Borussia Dortmund,Hannover 96,3-1,2-0
20,1968-01-20,15:30,Hamburger SV,1. FC Nürnberg,3-1,2-0
20,1968-01-20,15:30,Borussia Neunkirchen,MSV Duisburg,2-1,2-0
20,1968-01-20,15:30,Karlsruher SC,Alemannia Aachen,2-4,1-1
20,1968-01-20,15:30,Eintracht Braunschweig,VfB Stuttgart,2-1,1-1
20,1968-01-20,15:30,TSV 1860 München,FC Schalke 04,1-2,0-0
20,1968-01-20,15:30,1. FC Köln,Bayern München,3-3,2-2
21,1968-02-03,15:30,Alemannia Aachen,Borussia Neunkirchen,5-1,2-0
21,1968-02-03,15:30,FC Schalke 04,1. FC Köln,1-1,1-1
21,1968-02-03,15:30,VfB Stuttgart,TSV 1860 München,2-1,1-0
21,1968-02-03,15:30,Werder Bremen,Eintracht Braunschweig,3-2,1-1
21,1968-02-03,15:30,Hannover 96,Karlsruher SC,2-0,0-0
21,1968-02-03,15:30,1. FC Kaiserslautern,Bor. Mönchengladbach,0-1,0-0
21,1968-02-03,15:30,MSV Duisburg,Hamburger SV,1-2,0-0
21,1968-02-03,15:30,1. FC Nürnberg,Eintracht Frankfurt,0-2,0-1
21,1968-04-02,20:00,Bayern München,Borussia Dortmund,2-0,2-0
22,1968-02-10,15:30,Karlsruher SC,Bayern München,0-2,0-0
22,1968-02-10,15:30,Eintracht Frankfurt,MSV Duisburg,3-2,1-0
22,1968-02-10,15:30,Borussia Neunkirchen,Hannover 96,3-1,1-0
22,1968-02-10,15:30,Eintracht Braunschweig,1. FC Kaiserslautern,1-0,0-0
22,1968-02-10,15:30,1. FC Köln,Borussia Dortmund,3-0,0-0
22,1968-02-10,15:30,FC Schalke 04,VfB Stuttgart,2-1,1-1
22,1968-02-10,15:30,Bor. Mönchengladbach,1. FC Nürnberg,1-1,0-1
22,1968-02-10,15:30,Hamburger SV,Alemannia Aachen,5-1,1-0
22,1968-02-10,15:30,TSV 1860 München,Werder Bremen,1-3,1-2
23,1968-02-17,15:30,1. FC Nürnberg,Eintracht Braunschweig,3-1,0-1
23,1968-02-17,15:30,Hannover 96,Hamburger SV,2-2,0-2
23,1968-02-17,15:30,MSV Duisburg,Bor. Mönchengladbach,2-2,0-2
23,1968-02-17,15:30,Alemannia Aachen,Eintracht Frankfurt,2-1,2-0
23,1968-02-17,15:30,1. FC Kaiserslautern,TSV 1860 München,0-0,0-0
23,1968-02-17,15:30,Bayern München,Borussia Neunkirchen,4-0,1-0
23,1968-02-17,15:30,Werder Bremen,FC Schalke 04,2-0,1-0
23,1968-02-17,15:30,Borussia Dortmund,Karlsruher SC,5-0,2-0
23,1968-02-17,15:30,VfB Stuttgart,1. FC Köln,2-0,2-0
24,1968-03-02,15:30,FC Schalke 04,1. FC Kaiserslautern,2-1,1-0
24,1968-03-02,15:30,Eintracht Braunschweig,MSV Duisburg,3-0,2-0
24,1968-03-02,15:30,Bor. Mönchengladbach,Alemannia Aachen,3-0,2-0
24,1968-03-02,15:30,Eintracht Frankfurt,Hannover 96,3-0,1-0
24,1968-03-02,15:30,TSV 1860 München,1. FC Nürnberg,1-2,0-1
24,1968-03-02,15:30,Hamburger SV,Bayern München,2-1,1-0
24,1968-03-02,15:30,Borussia Neunkirchen,Borussia Dortmund,3-2,1-0
24,1968-03-02,15:30,VfB Stuttgart,Werder Bremen,0-3,0-1
24,1968-03-02,15:30,1. FC Köln,Karlsruher SC,4-0,1-0
25,1968-03-09,15:30,1. FC Kaiserslautern,VfB Stuttgart,2-0,0-0
25,1968-03-09,15:30,Karlsruher SC,Borussia Neunkirchen,5-1,4-0
25,1968-03-09,15:30,Werder Bremen,1. FC Köln,3-1,2-0
25,1968-03-09,15:30,Alemannia Aachen,Eintracht Braunschweig,2-1,0-1
25,1968-03-09,15:30,1. FC Nürnberg,FC Schalke 04,2-3,2-2
25,1968-03-09,15:30,Borussia Dortmund,Hamburger SV,2-2,1-0
25,1968-03-09,15:30,Hannover 96,Bor. Mönchengladbach,1-1,1-0
25,1968-03-09,15:30,Bayern München,Eintracht Frankfurt,3-0,0-0
25,1968-03-09,15:30,MSV Duisburg,TSV 1860 München,2-1,2-0
26,1968-03-16,15:30,TSV 1860 München,Alemannia Aachen,6-0,3-0
26,1968-03-16,15:30,FC Schalke 04,MSV Duisburg,0-3,0-2
26,1968-03-16,15:30,Eintracht Braunschweig,Hannover 96,0-1,0-0
26,1968-03-16,15:30,Werder Bremen,1. FC Kaiserslautern,2-1,1-0
26,1968-03-16,15:30,Hamburger SV,Karlsruher SC,0-0,0-0
26,1968-03-16,15:30,VfB Stuttgart,1. FC Nürnberg,1-1,1-1
26,1968-03-16,15:30,Eintracht Frankfurt,Borussia Dortmund,4-1,2-1
26,1968-03-16,15:30,1. FC Köln,Borussia Neunkirchen,2-1,1-0
26,1968-03-16,15:30,Bor. Mönchengladbach,Bayern München,1-1,1-1
27,1968-03-23,15:30,MSV Duisburg,VfB Stuttgart,3-3,3-1
27,1968-03-23,15:30,1. FC Nürnberg,Werder Bremen,0-0,0-0
27,1968-03-23,15:30,Karlsruher SC,Eintracht Frankfurt,0-1,0-0
27,1968-03-23,15:30,Borussia Neunkirchen,Hamburger SV,0-3,0-2
27,1968-03-23,15:30,Borussia Dortmund,Bor. Mönchengladbach,3-1,1-1
27,1968-03-23,15:30,Hannover 96,TSV 1860 München,1-2,0-0
27,1968-03-23,15:30,Bayern München,Eintracht Braunschweig,3-0,0-0
27,1968-03-23,15:30,Alemannia Aachen,FC Schalke 04,2-1,1-0
27,1968-03-23,15:30,1. FC Kaiserslautern,1. FC Köln,2-1,0-0
28,1968-03-30,15:30,Eintracht Frankfurt,Borussia Neunkirchen,4-1,1-1
28,1968-03-30,15:30,Werder Bremen,MSV Duisburg,3-3,1-1
28,1968-03-30,15:30,Eintracht Braunschweig,Borussia Dortmund,2-0,0-0
28,1968-03-30,15:30,Bor. Mönchengladbach,Karlsruher SC,0-0,0-0
28,1968-03-30,15:30,FC Schalke 04,Hannover 96,1-1,0-1
28,1968-03-30,15:30,1. FC Köln,Hamburger SV,2-1,0-0
28,1968-03-30,15:30,1. FC Kaiserslautern,1. FC Nürnberg,1-0,1-0
28,1968-03-30,15:30,TSV 1860 München,Bayern München,3-2,2-0
28,1968-03-30,15:30,VfB Stuttgart,Alemannia Aachen,4-1,1-0
29,1968-04-05,20:00,Alemannia Aachen,Werder Bremen,1-1,1-0
29,1968-04-06,15:30,Borussia Dortmund,TSV 1860 München,0-0,0-0
29,1968-04-06,15:30,Hamburger SV,Eintracht Frankfurt,0-1,0-0
29,1968-04-06,15:30,1. FC Nürnberg,1. FC Köln,2-1,1-0
29,1968-04-06,15:30,Bayern München,FC Schalke 04,2-0,0-0
29,1968-04-06,15:30,MSV Duisburg,1. FC Kaiserslautern,7-0,4-0
29,1968-04-06,15:30,Hannover 96,VfB Stuttgart,2-1,1-1
29,1968-04-06,15:30,Borussia Neunkirchen,Bor. Mönchengladbach,0-3,0-1
29,1968-04-06,15:30,Karlsruher SC,Eintracht Braunschweig,1-2,1-1
30,1968-04-20,15:30,Werder Bremen,Hannover 96,1-0,0-0
30,1968-04-20,15:30,Bor. Mönchengladbach,Hamburger SV,4-1,1-0
30,1968-04-20,15:30,1. FC Nürnberg,MSV Duisburg,4-1,4-0
30,1968-04-20,15:30,Eintracht Braunschweig,Borussia Neunkirchen,4-2,2-0
30,1968-04-20,15:30,VfB Stuttgart,Bayern München,3-0,1-0
30,1968-04-20,15:30,1. FC Köln,Eintracht Frankfurt,5-1,3-0
30,1968-04-20,15:30,TSV 1860 München,Karlsruher SC,3-0,2-0
30,1968-04-20,15:30,FC Schalke 04,Borussia Dortmund,1-0,1-0
30,1968-04-20,15:30,1. FC Kaiserslautern,Alemannia Aachen,1-0,1-0
31,1968-04-26,20:00,MSV Duisburg,1. FC Köln,3-2,1-0
31,1968-04-27,15:30,Borussia Dortmund,VfB Stuttgart,2-1,0-1
31,1968-04-27,15:30,Hannover 96,1. FC Kaiserslautern,2-0,2-0
31,1968-04-27,15:30,Borussia Neunkirchen,TSV 1860 München,1-0,1-0
31,1968-04-27,15:30,Bayern München,Werder Bremen,2-3,0-1
31,1968-04-27,15:30,Karlsruher SC,FC Schalke 04,1-0,0-0
31,1968-04-27,15:30,Eintracht Frankfurt,Bor. Mönchengladbach,3-1,0-1
31,1968-04-27,15:30,Alemannia Aachen,1. FC Nürnberg,2-0,2-0
31,1968-04-27,15:30,Hamburger SV,Eintracht Braunschweig,0-0,0-0
32,1968-05-11,15:30,1. FC Kaiserslautern,Bayern München,2-2,1-1
32,1968-05-11,15:30,Bor. Mönchengladbach,1. FC Köln,1-0,1-0
32,1968-05-11,15:30,Alemannia Aachen,MSV Duisburg,4-4,3-2
32,1968-05-11,15:30,Eintracht Braunschweig,Eintracht Frankfurt,0-0,0-0
32,1968-05-11,15:30,1. FC Nürnberg,Hannover 96,2-1,1-0
32,1968-05-11,15:30,VfB Stuttgart,Karlsruher SC,3-2,1-1
32,1968-05-11,15:30,Werder Bremen,Borussia Dortmund,2-1,0-1
32,1968-05-11,15:30,FC Schalke 04,Borussia Neunkirchen,2-0,1-0
32,1968-05-11,15:30,TSV 1860 München,Hamburger SV,0-1,0-0
33,1968-05-18,15:30,Bor. Mönchengladbach,Eintracht Braunschweig,2-0,1-0
33,1968-05-18,15:30,Eintracht Frankfurt,TSV 1860 München,2-1,2-1
33,1968-05-18,15:30,Bayern München,1. FC Nürnberg,0-2,0-2
33,1968-05-18,15:30,Hamburger SV,FC Schalke 04,1-1,0-0
33,1968-05-18,15:30,Hannover 96,MSV Duisburg,2-2,0-1
33,1968-05-18,15:30,1. FC Köln,Alemannia Aachen,3-1,2-0
33,1968-05-18,15:30,Karlsruher SC,Werder Bremen,1-2,1-2
33,1968-05-18,15:30,Borussia Neunkirchen,VfB Stuttgart,0-5,0-2
33,1968-05-18,15:30,Borussia Dortmund,1. FC Kaiserslautern,4-0,1-0
34,1968-05-25,15:30,FC Schalke 04,Eintracht Frankfurt,0-0,0-0
34,1968-05-25,15:30,MSV Duisburg,Bayern München,3-3,2-2
34,1968-05-25,15:30,TSV 1860 München,Bor. Mönchengladbach,0-0,0-0
34,1968-05-25,15:30,1. FC Nürnberg,Borussia Dortmund,2-1,1-1
34,1968-05-25,15:30,1. FC Kaiserslautern,Karlsruher SC,1-1,0-1
34,1968-05-25,15:30,Werder Bremen,Borussia Neunkirchen,2-1,2-0
34,1968-05-25,15:30,Alemannia Aachen,Hannover 96,2-2,1-1
34,1968-05-25,15:30,Eintracht Braunschweig,1. FC Köln,1-2,1-2
34,1968-05-28,15:30,VfB Stuttgart,Hamburger SV,4-1,3-0
